time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id
2018-06-08T23:22:36.650Z,34.1233333,-116.9228333,5.43,0.97,ml,25,96,0.03162,0.14,ci,ci38194016
2018-06-08T23:20:25.470Z,19.4091663,-155.2813263,0.43,1.82,ml,11,128,0.008847,0.13,hv,hv70250247
2018-06-08T23:19:43.670Z,19.3936672,-155.2736664,0.07,2.24,ml,12,94,0.001692,0.13,hv,hv70250242
2018-06-08T23:17:15.410Z,19.4056664,-155.2796631,0.94,1.77,ml,18,59,0.01171,0.19,hv,hv70250232
2018-06-08T23:16:51.690Z,33.713,-116.807,15.6,0.91,ml,31,113,0.0774,0.11,ci,ci38194008
2018-06-08T23:15:07.470Z,19.4144993,-155.2941742,1.25,2.19,ml,14,134,0.008213,0.21,hv,hv70250227
2018-06-08T23:14:44.310Z,19.4198341,-155.2753296,1.68,2,ml,14,63,0.005341,0.12,hv,hv70250222
2018-06-08T23:12:15.040Z,38.836834,-122.8290024,1.19,1.1,md,16,72,0.01834,0.05,nc,nc73027531
2018-06-08T23:11:28.760Z,19.4004993,-155.2794952,1.58,1.87,ml,10,138,0.007521,0.12,hv,hv70250212
2018-06-08T23:09:42.330Z,19.3924999,-155.2740021,0.22,2.16,ml,19,62,0.002873,0.18,hv,hv70250207
2018-06-08T23:07:51.300Z,61.0862,-150.7792,20.1,1.3,ml,,,,0.55,ak,ak19734762
2018-06-08T23:06:52.730Z,37.6565,-118.8298333,1.4,0.77,md,8,151,0.01912,0.04,nc,nc73027521
2018-06-08T23:06:31.180Z,19.4181671,-155.2728271,0.92,2.34,ml,22,44,0.007947,0.1,hv,hv70250197
2018-06-08T23:01:42.960Z,19.4214993,-155.2720032,0.95,2.14,ml,21,45,0.006184,0.11,hv,hv70250192
2018-06-08T23:00:49.550Z,19.3754997,-154.9698334,-0.73,2.94,ml,13,266,0.0664,0.15,hv,hv70250187
2018-06-08T22:53:50.090Z,19.4208336,-155.2700043,0.97,1.87,ml,9,82,0.008149,0.27,hv,hv70250172
2018-06-08T22:50:12.110Z,19.3813333,-155.2586667,0.83,2.65,ml,32,61,0.008093,0.09,hv,hv70250162
2018-06-08T22:48:19.000Z,19.4291668,-155.2783356,-0.11,2.64,ml,13,97,0.004441,0.18,hv,hv70250157
2018-06-08T22:48:01.870Z,19.4151669,-155.2751617,-0.4,2.55,ml,22,54,0.008791,0.33,hv,hv70250152
2018-06-08T22:43:03.010Z,19.380167,-155.2595062,1.08,1.93,ml,18,55,0.009335,0.12,hv,hv70250137
2018-06-08T22:40:59.600Z,19.4088326,-155.2766724,-0.02,1.8,ml,16,90,0.01124,0.13,hv,hv70250132
2018-06-08T22:36:54.440Z,11.29,-85.5001,184.43,4.5,mb,,147,1.129,0.82,us,us1000elmq
2018-06-08T22:35:49.410Z,19.3969994,-155.2756653,0.63,1.87,md,13,93,0.002506,0.16,hv,hv70250107
2018-06-08T22:34:47.980Z,-13.2517,45.3926,10,4.5,mb,,137,5.998,1.14,us,us1000elmt
2018-06-08T22:31:40.560Z,59.7269,-152.6844,71.8,2.3,ml,,,,0.52,ak,ak19734215
2018-06-08T22:30:55.600Z,19.4241657,-155.269165,2.24,1.8,ml,18,76,0.003217,0.17,hv,hv70250087
2018-06-08T22:18:05.950Z,19.3911667,-155.2728271,0.69,1.8,ml,12,86,0.00425,0.16,hv,hv70250037
2018-06-08T22:14:45.780Z,19.4251671,-155.2798309,0.04,2.02,ml,14,219,0.002161,0.29,hv,hv70250032
2018-06-08T22:09:44.330Z,19.4191666,-155.2788391,2.3,2.14,ml,20,57,0.005183,0.16,hv,hv70250022
2018-06-08T22:08:05.780Z,19.4161663,-155.2664948,0.93,1.9,ml,17,85,0.007449,0.27,hv,hv70250017
2018-06-08T22:04:53.608Z,63.8995,-152.8274,3.6,1.2,ml,,,,0.45,ak,ak19734214
2018-06-08T22:02:12.730Z,19.4169998,-155.276001,-0.03,2.06,ml,19,43,0.007669,0.22,hv,hv70250002
2018-06-08T22:01:03.100Z,19.4073334,-155.2858276,3.36,1.73,md,11,135,0.0104,0.31,hv,hv70249997
2018-06-08T22:00:49.445Z,63.8501,-152.7613,0,1.6,ml,,,,0.94,ak,ak19734210
2018-06-08T21:57:28.160Z,33.504,-116.796,4.36,1.48,ml,54,34,0.07845,0.19,ci,ci38193976
